"id","vendor","category","subcategory","feature","officialUrl","sourceType","sourceKey","status","blocker"
"SAL-0268","salonist","Getting Started","Help Center","What's the difference between a generate gift card and an add gift card?","https://help.salonist.io/en/articles/9587019-what-s-the-difference-between-a-generate-gift-card-and-an-add-gift-card","help_article","https://help.salonist.io/en/articles/9587019-what-s-the-difference-between-a-generate-gift-card-and-an-add-gift-card","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0269","salonist","Booking Settings","Help Center","How to Enable or Disable the business hours in booking page ?","https://help.salonist.io/en/articles/9587468-how-to-enable-or-disable-the-business-hours-in-booking-page","help_article","https://help.salonist.io/en/articles/9587468-how-to-enable-or-disable-the-business-hours-in-booking-page","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0270","salonist","Inventory Management","Help Center","How is the barcode for the product added?","https://help.salonist.io/en/articles/9587498-how-is-the-barcode-for-the-product-added","help_article","https://help.salonist.io/en/articles/9587498-how-is-the-barcode-for-the-product-added","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0271","salonist","Inventory Management","Help Center","How to edit and remove packages in salonist ?","https://help.salonist.io/en/articles/9614478-how-to-edit-and-remove-packages-in-salonist","help_article","https://help.salonist.io/en/articles/9614478-how-to-edit-and-remove-packages-in-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0272","salonist","Other Settings","Help Center","How to edit and delete membership in salonist ?","https://help.salonist.io/en/articles/9625660-how-to-edit-and-delete-membership-in-salonist","help_article","https://help.salonist.io/en/articles/9625660-how-to-edit-and-delete-membership-in-salonist","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0273","salonist","Other Settings","Help Center","How can I edit and remove the consent forms?","https://help.salonist.io/en/articles/9625700-how-can-i-edit-and-remove-the-consent-forms","help_article","https://help.salonist.io/en/articles/9625700-how-can-i-edit-and-remove-the-consent-forms","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0274","salonist","Other Settings","Help Center","How can I find out how many clients have filled the consent form?","https://help.salonist.io/en/articles/9625787-how-can-i-find-out-how-many-clients-have-filled-the-consent-form","help_article","https://help.salonist.io/en/articles/9625787-how-can-i-find-out-how-many-clients-have-filled-the-consent-form","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0275","salonist","Other Settings","Help Center","How can I find out which staff member receive service commission?","https://help.salonist.io/en/articles/9626209-how-can-i-find-out-which-staff-member-receive-service-commission","help_article","https://help.salonist.io/en/articles/9626209-how-can-i-find-out-which-staff-member-receive-service-commission","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0276","salonist","Other Settings","Help Center","How to create gift card Invoice ?","https://help.salonist.io/en/articles/9626408-how-to-create-gift-card-invoice","help_article","https://help.salonist.io/en/articles/9626408-how-to-create-gift-card-invoice","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0277","salonist","Marketing Settings","Help Center","What is the use of wait list ?","https://help.salonist.io/en/articles/9690607-what-is-the-use-of-wait-list","help_article","https://help.salonist.io/en/articles/9690607-what-is-the-use-of-wait-list","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0278","salonist","Booking Settings","Help Center","How to add WhatsApp number on online booking page ?","https://help.salonist.io/en/articles/9738793-how-to-add-whatsapp-number-on-online-booking-page","help_article","https://help.salonist.io/en/articles/9738793-how-to-add-whatsapp-number-on-online-booking-page","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0279","salonist","Inventory Management","Help Center","Difference between Cost, Full and selling price ?","https://help.salonist.io/en/articles/9759685-difference-between-cost-full-and-selling-price","help_article","https://help.salonist.io/en/articles/9759685-difference-between-cost-full-and-selling-price","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0280","salonist","Staff Management","Help Center","Is it possible to restrict staff's ability to add items or make other changes to the items they can only accept and reject?","https://help.salonist.io/en/articles/9813072-is-it-possible-to-restrict-staff-s-ability-to-add-items-or-make-other-changes-to-the-items-they-can-only-accept-and-reject","help_article","https://help.salonist.io/en/articles/9813072-is-it-possible-to-restrict-staff-s-ability-to-add-items-or-make-other-changes-to-the-items-they-can-only-accept-and-reject","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0281","salonist","Client Management","Help Center","How can we view details of Old clients?","https://help.salonist.io/en/articles/9813123-how-can-we-view-details-of-old-clients","help_article","https://help.salonist.io/en/articles/9813123-how-can-we-view-details-of-old-clients","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0282","salonist","Market Place","Help Center","How to setup the account on Market Place","https://help.salonist.io/en/articles/9905705-how-to-setup-the-account-on-market-place","help_article","https://help.salonist.io/en/articles/9905705-how-to-setup-the-account-on-market-place","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0283","salonist","Public feature","Feature page","Analytics Services Experience a new level of transparency and accuracy in salon's reporting with our solution.","https://salonist.io/features/analytics","feature_page","https://salonist.io/features/analytics","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0284","salonist","Public feature","Feature page","Appointment Management A flexible software to book clients appointments from anywhere.","https://salonist.io/features/appointment","feature_page","https://salonist.io/features/appointment","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0285","salonist","Public feature","Feature page","Customer Management Manage your customers like never before with Salonist","https://salonist.io/features/customer","feature_page","https://salonist.io/features/customer","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0286","salonist","Public feature","Feature page","Employee Management Simplify employee management, maximizing success of your salon with all-in-one software.","https://salonist.io/features/employee","feature_page","https://salonist.io/features/employee","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0287","salonist","Public feature","Feature page","Forms Create a Customize consent form as per your need by drag and drop form fields.","https://salonist.io/features/forms","feature_page","https://salonist.io/features/forms","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0288","salonist","Public feature","Feature page","Gift Cards Offer easy and convenient gift ideas for your clients with gift card feature.","https://salonist.io/features/gift-cards","feature_page","https://salonist.io/features/gift-cards","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0289","salonist","Public feature","Feature page","Integrations Seamlessly integrate Salonist with other apps for enhanced functionality","https://salonist.io/features/integrations","feature_page","https://salonist.io/features/integrations","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0290","salonist","Public feature","Feature page","Inventory Management Effortlessly manage your salon product stock with Salonist software.","https://salonist.io/features/inventory","feature_page","https://salonist.io/features/inventory","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0291","salonist","Public feature","Feature page","Locations/Branch Management Unlock the full potential of your multi-location business with our location management tool.","https://salonist.io/features/locations","feature_page","https://salonist.io/features/locations","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0292","salonist","Public feature","Feature page","Marketing Automation Automate. Engage. Convert. Salonist makes it all possible.","https://salonist.io/features/marketing","feature_page","https://salonist.io/features/marketing","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0293","salonist","Public feature","Feature page","Membership Program Offer flexible membership plans and subscriptions to boost client loyalty and build recurring revenue for your salon.","https://salonist.io/features/membership-program","feature_page","https://salonist.io/features/membership-program","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0294","salonist","Public feature","Feature page","Online Store Elevating your salon's online presence and boosting sales with Salonist online store feature.","https://salonist.io/features/online-store","feature_page","https://salonist.io/features/online-store","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0295","salonist","Public feature","Feature page","Online Booking Streamline your booking processes effectively and Book smarter, not harder.","https://salonist.io/features/onlinebooking","feature_page","https://salonist.io/features/onlinebooking","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0296","salonist","Public feature","Feature page","Point of Sale Transform the way you manage your salon with our Salon POS technology.","https://salonist.io/features/point-sale","feature_page","https://salonist.io/features/point-sale","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0297","salonist","Public feature","Feature page","Reward / Loyalty System Increase Salon referral customers with Salonist Reward / Loyalty Program.","https://salonist.io/features/reward-point","feature_page","https://salonist.io/features/reward-point","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0298","salonist","Public feature","Feature page","Customize Mobile App Create a customize mobile app for your beauty business and grow your business online.","https://salonist.io/features/salon-booking-app","feature_page","https://salonist.io/features/salon-booking-app","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
"SAL-0299","salonist","Public feature","Feature page","SalonistPay All in one solution to get paid, fast and secure.","https://salonist.io/features/salonistpay","feature_page","https://salonist.io/features/salonistpay","Unmapped","AuraShine source and UAT evidence has not been reviewed for this atomic capability."
